Initial Capital,Final Equity,Total Return,CAGR,Max Drawdown,Annualized Volatility,Sharpe Approx,Total Trades,Win Rate,Profit Factor,Average Trade Return,Average Holding Sessions
1000000.0,4865779.268934258,3.865779268934258,0.26590176768438334,-0.14956170679576763,0.12623045623924464,1.9598736520427225,354,0.5875706214689266,2.4890075994010386,0.02795115746160156,14.745762711864407
