Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI14,ATR14,Prev20High,AvgVolume20,TrendPass,BreakoutPass,RSIPass,VolumePass,ConfirmationScore,BreakoutStrength
2020-01-01,55.150001525878906,57.400001525878906,54.29999923706055,55.95000076293945,25296,55.95000076293945,55.95000076293945,,3.1000022888183594,,,False,False,False,False,0,
2020-01-02,57.34999847412109,58.0,55.79999923706055,57.25,38065,56.07381021408808,56.00098112517712,,3.035716465541295,,,True,False,False,False,0,
2020-01-03,56.900001525878906,62.09999847412109,56.900001525878906,60.84999847412109,130085,56.52868528647217,56.19113866827296,,3.1903079285913583,,,True,False,False,False,0,
2020-01-06,61.900001525878906,62.0,57.25,57.84999847412109,61099,56.65452463767683,56.2561919939925,86.38573087378187,3.301714505120547,,,True,False,True,False,1,
2020-01-07,58.34999847412109,60.0,58.34999847412109,58.900001525878906,17831,56.86837957941036,56.35987079916452,87.05025323158762,3.2194492923175733,,,True,False,True,False,1,
2020-01-08,57.95000076293945,59.45000076293945,57.04999923706055,58.20000076293945,26341,56.995200644508365,56.43203275852824,84.10298730449652,3.1609173090005256,,,True,False,True,False,1,
2020-01-09,60.400001525878906,61.0,59.09999847412109,60.45000076293945,27579,57.32422922721609,56.58960013125025,85.77063219751871,3.1351374467190984,,,True,False,True,False,1,
2020-01-10,61.20000076293945,62.0,59.54999923706055,59.70000076293945,50822,57.55049318299927,56.711576626610615,82.65794078768617,3.08619911216341,,,True,False,True,False,1,
2020-01-13,59.29999923706055,63.400001525878906,59.29999923706055,62.04999923706055,54433,57.97901756910034,56.92092653290277,84.54993097740788,3.1586136247816206,,,True,False,True,False,1,
2020-01-14,59.70000076293945,66.5,59.70000076293945,64.3499984741211,176795,58.585777655292794,57.21226268746035,86.1433212416528,3.418712597087258,,,True,False,True,False,1,
2020-01-15,64.0,67.4000015258789,64.0,66.30000305175781,86933,59.32046578828946,57.56864466253084,87.33582877516754,3.4173760920009477,,,True,False,True,False,1,
2020-01-16,66.80000305175781,66.8499984741211,65.0,65.19999694824219,38091,59.88042113685639,57.86791337961756,82.99665807354704,3.3054205478666723,,,True,False,True,False,1,
2020-01-17,65.94999694824219,66.5,63.400001525878906,63.59999847412109,19213,60.23466659754827,58.09270103038241,77.003779370498,3.290747542599131,,,True,False,True,False,1,
2020-01-20,63.25,64.44999694824219,61.29999923706055,61.59999847412109,149664,60.36469820484092,58.230242106607456,70.18202772265109,3.2806939832121675,,,True,False,True,False,1,
2020-01-21,61.59999847412109,62.70000076293945,60.150001525878906,60.70000076293945,36360,60.39663178180268,58.32709538724793,67.29301188332737,3.2285015013441947,,,True,False,True,False,1,
2020-01-22,60.75,61.59999847412109,60.29999923706055,61.25,27451,60.47790494544053,58.44171909755193,68.1557140554775,3.090751339609648,,,True,False,True,False,1,
2020-01-23,61.54999923706055,63.5,60.04999923706055,60.650001525878906,34809,60.49429509595847,58.52831840846672,66.10718675372735,3.116412012704634,,,True,False,True,False,1,
2020-01-24,61.34999847412109,61.34999847412109,60.59999847412109,60.75,18570,60.51864794396243,58.61544317676214,66.289047270736,2.947382583225732,,,True,False,True,False,1,
2020-01-27,60.95000076293945,61.900001525878906,59.5,59.79999923706055,14107,60.45020520997177,58.66189635559738,62.83937435057866,2.908283936272387,,,True,False,True,False,1,
2020-01-28,60.45000076293945,61.29999923706055,58.29999923706055,59.45000076293945,23997,60.35494764358774,58.692802410787266,61.56815882339156,2.9148350836815027,,,True,False,True,False,1,
2020-01-29,60.84999847412109,60.84999847412109,57.0,57.54999923706055,35826,60.08780970010896,58.64798660005289,55.05681132072851,2.981632468712901,67.4000015258789,52877.05,True,False,True,False,1,-0.14614246388460916
2020-01-30,58.20000076293945,59.5,57.29999923706055,57.79999923706055,27814,59.86992298934245,58.614732193661034,55.72038520245697,2.925801632586227,67.4000015258789,53403.55,True,False,True,False,1,-0.1424332651555259
2020-01-31,59.150001525878906,59.5,57.0,57.75,25014,59.668025561786024,58.580821127242956,55.543753490252215,2.895387230258639,67.4000015258789,52891.0,True,False,True,False,1,-0.1431750935817664
2020-02-03,57.70000076293945,57.75,54.0,55.650001525878906,38128,59.28535660598535,58.46588702522868,48.578471555523606,2.956430999525879,67.4000015258789,47637.45,True,False,False,False,0,-0.17433234026691335
2020-02-04,54.900001525878906,57.45000076293945,54.150001525878906,55.900001525878906,23139,58.9629418364514,58.36526406446987,49.392102547173444,2.980971587921213,67.4000015258789,46488.9,True,False,False,False,0,-0.1706231415378301
2020-02-05,56.150001525878906,56.75,53.400001525878906,54.5,31444,58.53789975678936,58.213685081549485,45.08950113503518,3.007330651221204,67.4000015258789,46754.3,True,False,False,False,0,-0.1913946770598487
2020-02-06,56.400001525878906,56.79999923706055,54.900001525878906,56.45000076293945,29021,58.33905223356556,58.144520990623604,51.4352866227699,2.9568069787811573,67.4000015258789,47009.45,True,False,True,False,1,-0.16246291565342308
2020-02-07,56.79999923706055,59.20000076293945,56.25,58.70000076293945,23539,58.37342828398212,58.16630451110658,57.53357699329773,2.95632082050675,67.4000015258789,47081.55,True,False,True,False,1,-0.1290801270916737
2020-02-10,62.0,63.900001525878906,59.650001525878906,60.70000076293945,117244,58.59500661531139,58.265665148433364,62.090460622736224,3.116583673537657,67.4000015258789,45717.4,True,False,True,True,2,-0.09940653725900761
2020-02-11,60.70000076293945,61.04999923706055,57.650001525878906,58.45000076293945,37351,58.58119653413311,58.27289399606106,54.9470757918868,3.1368275333693703,67.4000015258789,48857.95,True,False,True,False,1,-0.13278932582075698
2020-02-12,58.70000076293945,60.0,57.20000076293945,58.09999847412109,20526,58.5353681474653,58.26611377951439,53.908098094473594,3.1127683693473114,67.4000015258789,41885.75,True,False,True,False,1,-0.13798223800020226
2020-02-13,58.25,58.25,55.54999923706055,56.34999847412109,25103,58.3272377023849,58.190972002832304,48.92661502913639,3.0832849688896076,66.8499984741211,38565.4,True,False,False,False,0,-0.1570680664123688
2020-02-14,56.95000076293945,58.5,55.5,56.0,20918,58.105596016443485,58.105051532133,47.97183405416677,3.07733604254035,66.5,37916.0,True,False,False,False,0,-0.1578947368421053
2020-02-17,56.09999847412109,56.5,55.0,55.34999847412109,28267,57.84315815526992,57.99701023574037,46.169853933783294,2.9646691823588966,64.44999694824219,38001.25,False,False,False,False,0,-0.1411947076029969
2020-02-18,56.150001525878906,56.20000076293945,54.0,54.650001525878906,29503,57.53904800008982,57.865754992216395,44.24246465328144,2.9100500095432222,63.900001525878906,31931.4,False,False,False,False,0,-0.14475743003314068
2020-02-19,55.150001525878906,60.54999923706055,54.70000076293945,58.84999847412109,55472,57.663900426188036,57.904352775820506,56.08750541294976,3.123617702517395,63.900001525878906,31588.55,False,False,True,True,2,-0.07902977983048431
2020-02-20,58.34999847412109,60.0,57.79999923706055,58.0,22628,57.69590990940822,57.90810364735696,53.60553565294166,3.0576450639761137,63.900001525878906,32989.6,False,False,True,False,1,-0.09233179006246905
2020-02-24,57.04999923706055,57.04999923706055,54.0,54.54999923706055,30309,57.39629936918463,57.776413278325734,44.91733116889722,3.1249561308349625,63.900001525878906,32380.55,False,False,False,False,0,-0.14632241104144095
2020-02-25,56.0,63.20000076293945,55.5,60.34999847412109,130543,57.67760404584525,57.87733818796477,57.413697701880835,3.5196022304809587,63.900001525878906,32967.5,False,False,True,True,2,-0.055555601987272274
2020-02-26,60.25,60.25,58.150001525878906,58.84999847412109,65228,57.789260658062,57.91548172859835,54.001585544295516,3.425344710321046,63.900001525878906,38789.3,False,False,True,True,2,-0.07902977983048431
2020-02-27,59.75,59.75,56.29999923706055,57.95000076293945,17261,57.8045692394789,57.91683541621957,52.00455816061779,3.4271058569366466,63.900001525878906,40850.85,False,False,True,False,1,-0.09311425071765855
2020-02-28,55.70000076293945,57.0,55.0,55.150001525878906,34968,57.55175326675509,57.80833212640229,46.27143033792159,3.393026921651133,63.900001525878906,39922.6,False,False,False,False,0,-0.13693270408540337
2020-03-02,56.0,57.400001525878906,54.20000076293945,55.04999923706055,25333,57.313490978212755,57.70016220917321,46.07605837314119,3.379239338886013,63.900001525878906,40280.3,False,False,False,False,0,-0.13849768509370364
2020-03-03,54.0,55.45000076293945,52.59999847412109,55.04999923706055,45716,57.097920336198264,57.596234249482514,46.07605837314119,3.34143669245261,63.900001525878906,40296.25,False,False,False,True,1,-0.13849768509370364
2020-03-04,55.04999923706055,56.45000076293945,53.5,53.79999923706055,27565,56.78383261247086,57.44736228821107,43.418437941301185,3.3134769832016704,63.900001525878906,40675.65,False,False,False,False,0,-0.15805949996304702
2020-03-05,52.54999923706055,54.79999923706055,52.54999923706055,54.29999923706055,18722,56.54727705290797,57.32393628620516,44.79019906351891,3.2375143415444083,63.900001525878906,40896.95,False,False,False,False,0,-0.1502347740153096
2020-03-06,52.75,53.45000076293945,50.0,51.70000076293945,44709,56.085631691958596,57.1033897950967,39.43611209064626,3.313406119795561,63.900001525878906,40260.85,False,False,False,True,1,-0.19092332506437526
2020-03-09,51.20000076293945,51.70000076293945,47.20000076293945,48.0,87947,55.31557153081968,56.746394116857616,33.330161912074146,3.39816282552445,63.900001525878906,41045.25,False,False,False,True,1,-0.2488263090172158
2020-03-11,46.25,46.70000076293945,45.29999923706055,45.70000076293945,53982,54.39980288625966,56.313202220625534,30.199935568390558,3.3482941067683787,63.900001525878906,44265.65,False,False,False,True,1,-0.2848200364372233
2020-03-12,41.5,44.5,36.59999847412109,37.70000076293945,136080,52.80934554118154,55.58327275169667,22.34067633740048,3.759130405486235,63.20000076293945,41102.55,False,False,False,True,1,-0.403481007787475
2020-03-13,32.5,39.0,32.0,33.0,276456,50.92274120392616,54.69765421241445,19.182268629575248,3.990621090808647,63.20000076293945,46039.0,False,False,False,True,1,-0.47784810756914997
2020-03-16,32.900001525878906,36.20000076293945,29.700000762939453,30.299999237060547,258428,48.95867054041515,53.74088342906724,17.639473908337663,4.169862441465172,63.20000076293945,58835.5,False,False,False,True,1,-0.5205696381125917
2020-03-17,32.45000076293945,32.5,27.5,28.049999237060547,108539,46.96736851152423,52.733397774478746,16.451984405006456,4.229157981360517,63.20000076293945,70501.75,False,False,False,True,1,-0.5561709035056042
2020-03-18,30.149999618530277,30.850000381469727,25.5,26.700000762939453,131781,45.03714301165901,51.71248024461446,15.766171216441265,4.309218152796889,63.20000076293945,74882.8,False,False,False,True,1,-0.5775316385977584
2020-03-19,24.700000762939453,28.799999237060547,24.049999237060547,28.0,134943,43.41455796292958,50.78257905855116,19.256679338447213,4.340702570454255,63.20000076293945,80058.5,False,False,False,True,1,-0.5569620306647334
2020-03-20,30.649999618530277,30.799999237060547,27.0,29.950000762939453,44230,42.13221918197814,49.965615203821294,24.32245019350478,4.302080903783275,63.20000076293945,85330.5,False,False,False,False,0,-0.5261075885856292
