Symbol,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,HoldingSessions,ExitReason
NTPC,2023-09-04,2023-10-04,218.0242861083984,233.25412330959887,2334,35546.44002760184,0.06985385652692104,20,Stop/Trailing Stop
TATASTEEL,2023-09-04,2023-10-04,123.59879999999998,125.19976304931639,3964,6346.217527490226,0.012952901236228866,20,Max Holding
SUNPHARMA,2023-10-03,2023-10-05,1135.2074888671873,1118.2046956054687,472,-8025.318419531221,-0.014977696525492103,2,RSI Exit
ONGC,2023-10-03,2023-10-05,188.65079999999998,181.55719683194002,2510,-17804.943951830443,-0.03760176563290449,2,Stop/Trailing Stop
COALINDIA,2023-09-08,2023-10-10,256.2048,288.2423412062142,2049,65644.92193153291,0.125046608050334,20,Stop/Trailing Stop
GRASIM,2023-10-13,2023-10-23,1984.6015488281248,1903.0904048034315,257,-20948.364014346153,-0.041071793011964654,6,Stop/Trailing Stop
BHARTIARTL,2023-10-12,2023-10-25,949.2588,918.934051689217,565,-17133.48279559234,-0.03194571207639361,8,Stop/Trailing Stop
BAJAJFINSV,2023-10-09,2023-10-26,1560.597455566406,1558.752,335,-618.2276147460798,-0.0011825314464173691,12,RSI Exit
BAJFINANCE,2023-10-09,2023-10-26,785.6279999999999,752.6607549307488,671,-22121.021441467456,-0.041962920197919445,12,Stop/Trailing Stop
COALINDIA,2023-10-11,2023-10-26,288.4806,302.85608096579796,1797,25832.739295538922,0.04983170780218134,10,Stop/Trailing Stop
AXISBANK,2023-11-16,2023-11-17,1045.836,1009.0448623131435,499,-18358.777705741348,-0.035178687372452666,1,Stop/Trailing Stop
ONGC,2023-11-16,2023-11-22,198.65879999999999,190.40926605322653,2617,-21589.0303387061,-0.04152614405590613,4,Stop/Trailing Stop
CIPLA,2023-11-23,2023-11-23,1257.9555111328125,1213.4862461595706,396,-17609.828929403797,-0.035350427403586404,0,Stop/Trailing Stop
EICHERMOT,2023-11-16,2023-12-04,3691.9511999999995,3985.2485817006104,139,40768.33605638496,0.07944237770548301,11,Stop/Trailing Stop
BPCL,2023-11-16,2023-12-12,194.15519999999998,224.98593524583288,2599,80129.0809039197,0.15879428027594886,17,Stop/Trailing Stop
HINDALCO,2023-11-16,2023-12-15,497.39759999999995,556.8042,1046,62139.30360000016,0.11943483442622192,20,Max Holding
SBILIFE,2023-11-20,2023-12-19,1355.0831999999998,1426.2836664304082,371,26415.37304568157,0.05254324341886059,20,Stop/Trailing Stop
HDFCLIFE,2023-12-13,2023-12-20,677.4415444335937,647.3831091774605,825,-24798.209086309886,-0.04437052245041295,5,Stop/Trailing Stop
HEROMOTOCO,2023-11-24,2023-12-26,3422.685911132812,4064.1959912109373,140,89811.41121093748,0.18742884878554433,20,Max Holding
EICHERMOT,2023-12-05,2024-01-03,3953.16,3884.490017578125,140,-9613.797539062565,-0.017370908949264754,20,Max Holding
HCLTECH,2023-12-18,2024-01-16,1423.1375999999998,1554.2055912109374,396,51902.924519531196,0.09209790480620944,20,Max Holding
HDFCBANK,2023-12-22,2024-01-17,829.1628,805.1816909690422,682,-16355.11635911325,-0.02892207541264254,17,Stop/Trailing Stop
COALINDIA,2023-12-20,2024-01-18,346.7772,373.25350327818535,1463,38734.831695985165,0.07634960798514248,20,Stop/Trailing Stop
BAJAJ-AUTO,2024-01-04,2024-01-23,6649.36504453125,6978.53947827149,85,27979.826867920463,0.04950464165160691,12,Stop/Trailing Stop
HEROMOTOCO,2023-12-27,2024-01-25,3953.109911132812,4438.596182421875,145,70395.50933691417,0.12281122513741118,20,Max Holding
CIPLA,2024-01-24,2024-01-30,1386.108,1321.9236408607137,430,-27599.274429893005,-0.046305453210923005,3,Stop/Trailing Stop
TITAN,2024-01-17,2024-02-01,3761.8571777343745,3633.081967295564,156,-20088.932828454417,-0.03423181805013843,9,Stop/Trailing Stop
APOLLOHOSP,2024-01-19,2024-02-20,5963.767199999999,6754.04263515625,99,78237.26808046876,0.132512790766925,20,Max Holding
ONGC,2024-01-23,2024-02-21,236.1888,272.73165219726565,2248,82148.33173945325,0.15471881900100973,20,Max Holding
BAJAJ-AUTO,2024-01-29,2024-02-26,7365.887999999999,8441.2416,82,88178.99520000012,0.14599103326034849,20,Max Holding
TMPV,2024-01-31,2024-02-28,843.6743999999999,957.2835478027343,716,81344.14982675784,0.13465994440833387,20,Max Holding
POWERGRID,2024-02-02,2024-03-01,259.2072,287.4698521972656,2223,62827.87583452137,0.10903498127083497,20,Max Holding
NTPC,2024-02-21,2024-03-13,340.8724861083984,321.9130531830528,1761,-33387.561381533626,-0.05562030876060928,14,Stop/Trailing Stop
NESTLEIND,2024-02-22,2024-03-19,1270.7157111328124,1247.0266043945312,516,-12223.579076953,-0.018642334025415284,17,RSI Exit
SBILIFE,2024-02-27,2024-03-19,1532.3749444335936,1460.1808956054688,434,-31332.217191406176,-0.04711252235647175,14,RSI Exit
LT,2024-03-04,2024-04-04,3504.451222265625,3794.811817578125,190,55168.513109375024,0.08285479719839907,20,Max Holding
TATASTEEL,2024-03-04,2024-04-04,143.1144,163.26927390136717,4308,86827.19676708977,0.14083050972765265,20,Max Holding
MARUTI,2024-03-26,2024-04-15,11899.561844531248,12279.695651212889,55,20907.35936749028,0.03194519358343785,12,Stop/Trailing Stop
BAJAJFINSV,2024-04-08,2024-04-18,1659.8267999999998,1592.6249043945313,414,-27821.58478066395,-0.04048729397878651,6,RSI Exit
BHARTIARTL,2024-03-18,2024-04-19,1190.952,1287.9687999999999,542,52583.10559999989,0.0814615534463184,20,Max Holding
BAJAJ-AUTO,2024-03-28,2024-04-30,8966.1672,8896.5274703125,66,-4596.222159375087,-0.007766945243615502,20,Max Holding
EICHERMOT,2024-04-09,2024-05-10,4028.169911132812,4654.1238175781245,146,91389.27034101565,0.15539411699475217,20,Max Holding
HINDALCO,2024-04-16,2024-05-16,615.492,652.8272956054687,1099,41031.48987041018,0.060659270316216575,20,Max Holding
BHARTIARTL,2024-04-22,2024-05-22,1281.024,1346.8217043945313,542,35662.35578183597,0.051363365865535165,20,Max Holding
GRASIM,2024-04-24,2024-05-24,2280.272711132812,2439.0472,309,49061.31705996103,0.06962960530642431,20,Max Holding
M&M,2024-05-17,2024-05-30,2321.305511132812,2476.7996844012396,289,44937.81607457553,0.06698565635703216,8,Stop/Trailing Stop
POWERGRID,2024-05-02,2024-05-31,293.93497221679684,307.5266039608496,2440,33163.581455488806,0.04624026750388874,20,Stop/Trailing Stop
ULTRACEMCO,2024-05-27,2024-05-31,10173.132,9768.955248811208,74,-29909.07958797051,-0.03972982471757869,4,Stop/Trailing Stop
HEROMOTOCO,2024-05-15,2024-06-04,4918.831822265624,4995.129775881073,129,9842.436016392894,0.01551139709027616,13,Stop/Trailing Stop
COALINDIA,2024-05-23,2024-06-04,494.89559999999994,463.64520768877924,1249,-39031.739996714634,-0.06314542362312513,8,Stop/Trailing Stop
ADANIPORTS,2024-06-04,2024-06-04,1550.2391999999998,1440.07044044105,339,-37347.20949048392,-0.07106565203547274,0,Stop/Trailing Stop
SBIN,2024-06-04,2024-06-04,864.240827783203,818.1366525622368,795,-36652.8193006682,-0.053346444346102605,0,Stop/Trailing Stop
ADANIENT,2024-06-04,2024-06-04,3727.9799999999996,3462.7714087551412,134,-35537.95122681104,-0.07114002522676048,0,Stop/Trailing Stop
HEROMOTOCO,2024-06-06,2024-07-05,5319.2519999999995,5553.60336484375,99,23200.78511953121,0.04405720293826079,20,Max Holding
HINDUNILVR,2024-06-06,2024-07-05,2535.5768888671873,2544.9624,280,2627.943117187475,0.003701528900196574,20,Max Holding
M&M,2024-06-06,2024-07-05,2574.958222265625,2878.295617578125,203,61577.49124843755,0.11780284149449353,20,Max Holding
BAJAJ-AUTO,2024-06-06,2024-07-05,9248.3928,9628.09116484375,69,26199.187174218823,0.041055605341908816,20,Max Holding
BRITANNIA,2024-06-06,2024-07-05,5329.360177734375,5542.36236484375,125,26625.273388671805,0.03996768467616055,20,Max Holding
RELIANCE,2024-07-08,2024-07-22,1555.0680111328124,1499.4745087890624,480,-26684.881125000073,-0.03574988485760969,9,RSI Exit
KOTAKBANK,2024-07-08,2024-07-22,364.29119999999995,351.2288017578125,2062,-26934.665175390546,-0.035857023837488976,9,RSI Exit
ONGC,2024-07-08,2024-07-23,277.4718,309.932678945961,2331,75666.30882303522,0.11698802885900858,10,Stop/Trailing Stop
SBILIFE,2024-07-08,2024-07-23,1508.9561999999999,1585.6348443703246,494,37879.250318940496,0.050815685949217676,10,Stop/Trailing Stop
TATACONSUM,2024-07-23,2024-07-23,1171.3880214843748,1185.8041656737585,645,9298.413002152462,0.012306890564849403,0,Stop/Trailing Stop
APOLLOHOSP,2024-07-08,2024-07-26,6205.9608,6420.839650411083,121,26000.34089974116,0.034624590347248727,13,Stop/Trailing Stop
HDFCLIFE,2024-07-25,2024-08-16,640.1116555664062,674.4438125627721,1126,38658.00877790805,0.05363463811010744,15,Stop/Trailing Stop
TATACONSUM,2024-07-24,2024-08-22,1201.0434407226562,1204.8354087890625,628,2381.355945703108,0.0031572280717212294,20,Max Holding
ITC,2024-07-24,2024-08-22,449.6075063964843,485.450226586914,1684,60359.14080068364,0.07972002175342237,20,Max Holding
HINDUNILVR,2024-07-24,2024-08-22,2748.1967999999997,2790.5658087890624,278,11778.58444335952,0.015417021367997746,20,Max Holding
SBILIFE,2024-07-29,2024-08-27,1687.599,1837.4787912109375,434,65047.82938554685,0.08881244372089427,20,Max Holding
TECHM,2024-08-19,2024-09-16,1559.6467444335935,1647.6807999999999,464,40847.801782812574,0.05644486860925495,20,Max Holding
TITAN,2024-08-23,2024-09-20,3577.809911132812,3794.1621912109376,220,47597.501617187634,0.060470591074421785,20,Max Holding
ASIANPAINT,2024-08-23,2024-09-20,3169.5335999999998,3265.0705948387213,249,23788.71171484166,0.03014228807630294,20,Stop/Trailing Stop
BAJAJ-AUTO,2024-08-26,2024-09-23,9977.975999999999,12329.07903515625,79,185737.13977734384,0.23562925338327645,20,Max Holding
BAJAJFINSV,2024-08-28,2024-09-25,1687.5489111328125,1926.9572,476,113958.3455007812,0.14186746664810926,20,Max Holding
ICICIBANK,2024-09-17,2024-10-04,1252.0007999999998,1238.7582,658,-8713.63079999981,-0.010577149790958371,12,RSI Exit
KOTAKBANK,2024-09-23,2024-10-04,375.0998277832031,362.8444009822433,2049,-25111.369515166618,-0.032672440489743645,8,Stop/Trailing Stop
POWERGRID,2024-09-26,2024-10-04,354.1330861083984,339.42144264577996,2594,-38162.00314203219,-0.04154269691173465,5,Stop/Trailing Stop
M&M,2024-09-23,2024-10-07,2800.9389111328123,3007.4511604485515,314,64844.84628514212,0.07372965133045954,9,Stop/Trailing Stop
BAJAJ-AUTO,2024-09-24,2024-10-15,12009.599999999999,11497.953735254165,74,-37861.82359119167,-0.04260310624382439,14,Stop/Trailing Stop
TECHM,2024-10-15,2024-10-31,1649.3183999999999,1607.3631043945313,495,-20767.87132470694,-0.02543796007215379,12,RSI Exit
HCLTECH,2024-10-15,2024-10-31,1847.5268888671874,1766.273349614213,469,-38107.90990964498,-0.04397962473108851,12,Stop/Trailing Stop
BEL,2024-12-04,2024-12-19,309.24719999999996,298.2612,2426,-26652.035999999964,-0.03552497807579175,11,RSI Exit
ICICIBANK,2024-12-05,2024-12-19,1303.642055566406,1285.8705043945313,661,-11746.99532460922,-0.013632232172928315,10,RSI Exit
LT,2024-12-04,2024-12-20,3723.9767999999995,3626.946217578125,228,-22122.972792187356,-0.02605563558341029,12,RSI Exit
HDFCBANK,2024-12-05,2024-12-20,919.7352,882.8687180243734,935,-34470.1606472109,-0.040083800180341723,11,Stop/Trailing Stop
TCS,2024-12-06,2024-12-20,4404.320444531249,4215.463196368874,196,-37016.020639825496,-0.04287999716207638,10,Stop/Trailing Stop
M&M,2025-02-05,2025-02-12,3227.58,3032.3408567233414,217,-42366.89409103489,-0.06049087653184692,5,Stop/Trailing Stop
BAJFINANCE,2025-02-05,2025-03-06,843.174,840.4121539550781,856,-2364.140214453102,-0.0032755351148420707,20,Max Holding
BEL,2025-03-21,2025-04-02,295.04584555664053,276.26951544564906,2243,-42115.30843895383,-0.06363868664399452,7,Stop/Trailing Stop
JSWSTEEL,2025-03-21,2025-04-04,1038.8303999999998,1004.9454,795,-26938.574999999837,-0.03261841393936855,9,RSI Exit
EICHERMOT,2025-03-21,2025-04-07,5133.1032,5061.1978,159,-11432.958600000013,-0.014008173457334752,10,RSI Exit
ICICIBANK,2025-03-21,2025-04-07,1321.0559999999998,1278.967812307737,628,-26431.381870741025,-0.03185950307349786,10,Stop/Trailing Stop
HDFCLIFE,2025-03-21,2025-04-24,665.5319999999999,707.8333043945312,1236,52284.41223164066,0.0635601359431722,20,Max Holding
TATACONSUM,2025-04-03,2025-05-07,1018.8143999999999,1145.0832,732,92428.76160000009,0.12393699971260724,20,Max Holding
GRASIM,2025-04-16,2025-05-16,2677.14,2801.9565912109374,306,38193.87691054691,0.04662310944176906,20,Max Holding
BHARTIARTL,2025-04-16,2025-05-16,1809.6465111328123,1812.5488,454,1317.6391457032878,0.001603787728339867,20,Max Holding
HDFCBANK,2025-04-16,2025-05-16,933.2459999999999,966.5760956054688,821,27364.00849209004,0.03571415854498063,20,Max Holding
CIPLA,2025-04-25,2025-05-20,1534.9269111328124,1456.9160014964518,543,-42359.92393254372,-0.0508238594753587,16,Stop/Trailing Stop
TITAN,2025-05-12,2025-06-06,3369.6935999999996,3497.0140069798786,246,31320.8201170502,0.037783971510014704,19,Stop/Trailing Stop
TATASTEEL,2025-05-21,2025-06-12,158.4766861083984,152.76768739013673,5068,-28933.205504150246,-0.03602421818914564,16,RSI Exit
JIOFIN,2025-05-19,2025-06-13,274.3192861083984,288.9948899258475,2631,38611.513643708546,0.05349825754376585,19,Stop/Trailing Stop
BEL,2025-05-19,2025-06-16,351.8812861083984,403.5269260986328,1926,99469.50262119155,0.1467700671479438,20,Max Holding
ADANIENT,2025-05-19,2025-06-16,2531.0231999999996,2541.9647999999997,254,2779.1663999999873,0.004322994747736786,20,Max Holding
ONGC,2025-06-17,2025-06-25,254.1931974975586,242.89774336112453,3445,-38912.83950001537,-0.04443649258766084,6,Stop/Trailing Stop
DRREDDY,2025-06-09,2025-07-01,1296.1360555664062,1275.7786087890624,670,-13639.489340820233,-0.015706257603062754,16,RSI Exit
TITAN,2025-06-26,2025-07-08,3552.8399999999997,3438.5470087890626,235,-26858.852934570168,-0.032169473213242615,8,RSI Exit
TECHM,2025-06-16,2025-07-09,1606.2839999999999,1613.5082087890626,538,3886.624328515725,0.004497466692728489,17,RSI Exit
APOLLOHOSP,2025-07-02,2025-07-11,7480.98,7196.133153008164,114,-32472.54055706924,-0.038076140691705555,7,Stop/Trailing Stop
INFY,2025-06-18,2025-07-14,1621.9965111328124,1569.0438087890625,497,-26317.4930648437,-0.03264661913900629,18,RSI Exit
BEL,2025-06-17,2025-07-15,396.4669138916015,408.6228521972657,2203,26779.532087378087,0.030660662667522626,20,Max Holding
HINDUNILVR,2025-07-10,2025-07-22,2400.9192,2451.7521573677927,353,17944.03395083081,0.021172289916209036,8,Stop/Trailing Stop
ASIANPAINT,2025-07-09,2025-07-24,2442.4523999999997,2350.6512688045777,332,-30477.97555688012,-0.03758563777759683,11,Stop/Trailing Stop
HEROMOTOCO,2025-07-16,2025-07-25,4279.22044453125,4227.31563515625,196,-10173.342637500027,-0.01212950116681494,7,RSI Exit
SBIN,2025-07-17,2025-07-28,816.6528,796.5123043945313,1029,-20724.569978027255,-0.02466225010857572,7,RSI Exit
ETERNAL,2025-07-15,2025-08-06,265.16197221679687,296.15024784327795,3177,98449.75166533038,0.11686545912829842,16,Stop/Trailing Stop
ICICIBANK,2025-07-23,2025-08-07,1475.2792555664062,1434.0619120680424,585,-24112.145946542732,-0.027938672182127994,11,Stop/Trailing Stop
M&M,2025-08-19,2025-08-29,3352.68,3196.951279381476,255,-39710.823757723556,-0.04644902603843008,7,Stop/Trailing Stop
ASIANPAINT,2025-08-19,2025-09-16,2552.04,2478.9151824218748,336,-24569.938706250046,-0.02865347626922977,19,RSI Exit
MARUTI,2025-08-19,2025-09-17,13713.962399999999,15788.359199999999,61,126538.20480000007,0.15126166599377588,20,Max Holding
HEROMOTOCO,2025-08-19,2025-09-17,4903.919999999999,5345.72,161,71129.80000000016,0.09009119235224088,20,Max Holding
EICHERMOT,2025-08-19,2025-09-17,5884.704,6884.9875999999995,145,145041.12199999997,0.16998027428397416,20,Max Holding
DRREDDY,2025-09-10,2025-09-26,1258.5059999999999,1252.0974956054688,663,-4248.838413574034,-0.005092152436723363,12,RSI Exit
SBIN,2025-09-18,2025-10-17,834.9674277832031,888.4387043945312,1086,58069.80639990233,0.06403995513129379,20,Max Holding
BEL,2025-09-18,2025-10-17,405.82439999999997,412.46974780273445,2245,14918.80581713887,0.0163749340915294,20,Max Holding
MARUTI,2025-09-18,2025-10-17,15604.4736,16387.8792,58,45437.524800000014,0.050203910755438765,20,Max Holding
TATACONSUM,2025-09-18,2025-10-17,1103.982455566406,1165.0672,829,50639.25313544937,0.05533126375840272,20,Max Holding
HINDALCO,2025-10-06,2025-11-04,766.6127999999999,830.7349043945312,1105,70854.92535595712,0.08364340432944942,20,Max Holding
BHARTIARTL,2025-10-20,2025-11-11,1975.178855566406,2030.6393101185083,473,26232.79500314442,0.028078700010282575,14,Stop/Trailing Stop
TATACONSUM,2025-10-20,2025-11-19,1153.1217111328124,1161.1702956054687,818,6583.742098632851,0.006979822160099187,20,Max Holding
HDFCBANK,2025-10-20,2025-11-19,994.7451722167967,993.8042956054688,952,-895.7145339841954,-0.0009458468737588201,20,Max Holding
NESTLEIND,2025-10-20,2025-11-19,1264.9111444335936,1277.9768,749,9786.176019238308,0.010329307022001827,20,Max Holding
SBIN,2025-11-06,2025-12-04,951.7607999999999,947.3414956054688,1002,-4428.143003320205,-0.004643293141019407,20,Max Holding
TITAN,2025-11-20,2025-12-08,3886.0062222656247,3763.9864,240,-29284.75734374998,-0.03139980105190999,12,RSI Exit
M&M,2025-11-12,2025-12-10,3702.8598222656246,3627.096,257,-19471.30232226546,-0.020460893985251555,20,Max Holding
HCLTECH,2025-11-20,2025-12-18,1596.5762888671873,1660.0709043945312,601,38160.263931933674,0.03976923368465843,20,Max Holding
SUNPHARMA,2025-11-20,2025-12-18,1763.4096,1744.5033043945311,548,-10360.649991796934,-0.010721443052974679,20,RSI Exit
TECHM,2025-12-05,2026-01-01,1546.336055566406,1595.6440331432725,616,30373.714187349775,0.03188697398561631,18,Stop/Trailing Stop
WIPRO,2025-12-09,2026-01-07,260.21801777343745,270.58334780273435,3472,35988.42586171883,0.03983325258561312,20,Max Holding
KOTAKBANK,2025-12-12,2026-01-08,426.2407138916015,426.2587260986328,2187,39.39269677735865,4.225829782144544e-05,18,RSI Exit
HINDALCO,2025-12-19,2026-01-08,850.68,900.2446137766093,1135,56255.836636451655,0.05826469856656956,13,Stop/Trailing Stop
TCS,2025-12-19,2026-01-19,3230.5824,3161.069217578125,298,-20714.92836171866,-0.021517229345976347,20,RSI Exit
BAJAJ-AUTO,2026-01-02,2026-01-20,9372.491999999998,9172.655999999999,105,-20982.77999999991,-0.02132154393943459,12,RSI Exit
TITAN,2026-01-08,2026-01-20,4228.379999999999,4086.1412990936374,227,-32288.18510574405,-0.033639053468789815,8,Stop/Trailing Stop
GRASIM,2026-02-10,2026-02-27,2862.1878222656246,2797.5602087890625,340,-21973.388582031126,-0.022579794719902343,13,RSI Exit
NTPC,2026-02-05,2026-03-02,359.7375722167968,368.8381095825166,2665,24252.932079643244,0.02529771163362199,17,Stop/Trailing Stop
SBIN,2026-02-10,2026-03-02,1120.896,1179.8960060310865,860,50740.00518673437,0.052636467639358586,14,Stop/Trailing Stop
SHRIRAMFIN,2026-02-10,2026-03-04,1005.8039999999999,1009.192,724,2452.9120000001276,0.0033684495189919474,15,RSI Exit
POWERGRID,2026-02-09,2026-03-10,292.43377221679685,298.41107390136716,3282,19617.504128759727,0.020439847420013466,20,Max Holding
